#,Name,Position,Year,Status,team
59,Kevyan Stallings,OL,RS-Freshman,Active,Hutchinson Community College
66,Mason Thrush,OL,RS-Freshman,Active,Hutchinson Community College
67,Jeremiah Williams,OL,RS-Freshman,Active,Hutchinson Community College
68,Joshua Seudass,OL,RS-Freshman,Active,Hutchinson Community College
69,Bobby Brooks Jr.,OL,Freshman,Active,Hutchinson Community College
72,Tycen Biering,OL,Freshman,Active,Hutchinson Community College
73,Rashad Smith,OL,Freshman,Active,Hutchinson Community College
74,Carson Bradley,OL,RS-Freshman,Active,Hutchinson Community College
75,Darrius Talley,OL,Freshman,Active,Hutchinson Community College
76,Armando Nieves,OL,RS-Freshman,Active,Hutchinson Community College
77,Bubba Craig,OL,RS-Freshman,Active,Hutchinson Community College
79,Dylan Johnson,OL,Freshman,Active,Hutchinson Community College
80,Davis Barr,P,Freshman,Active,Hutchinson Community College
81,Nestus Burger,K,Sophomore,Active,Hutchinson Community College
82,Cole Coonrod,TE,RS-Freshman,Active,Hutchinson Community College
83,Sheldon Butler-Lawson,WR,RS-Freshman,Active,Hutchinson Community College
85,Nick Hemer,LS,RS-Freshman,Active,Hutchinson Community College
86,Eddie McLaughlin,WR,RS-Freshman,Active,Hutchinson Community College
88,Landen Shephard,TE,Sophomore,Active,Hutchinson Community College
95,Ja'Kwon McGinney,DT,Sophomore,Active,Hutchinson Community College
97,Jeffrey Manns,DT,Freshman,Active,Hutchinson Community College
99,Devan Lowe,DL,Sophomore,Active,Hutchinson Community College
,Demetric Whitlock,,RS-Freshman,Inactive,Hutchinson Community College
00,Jaylon Smith,,So,Active,Independence Community College
0D,Damien Ordonez,,So,Active,Independence Community College
0O,Kalvin Gilbert,,Fr,Active,Independence Community College
1D,Sacrotes Alofipo,,Fr,Active,Independence Community College
2D,Tekeyla Neal,,Fr,Active,Independence Community College
3D,Michael Robinson,,So,Active,Independence Community College
4D,Tarvis Palmer II,,Fr,Active,Independence Community College
7,Isaiah Nathaniel,,Fr,Active,Independence Community College
10,Stetson Schafer,WR,Fr,Active,Independence Community College
11,Christopher Moore,,So,Active,Independence Community College
12,Logan Smith,,Fr,Active,Independence Community College
13,Ejani Shakir,,Fr,Active,Independence Community College
15,Austin Yelder,,Fr,Active,Independence Community College
16,Josiah Raven,,Fr,Active,Independence Community College
18,Tommie Weatherspoon,,So,Active,Independence Community College
19,Qualyan McQueen,,So,Active,Independence Community College
1O,Breyahn Townsend,,Fr,Active,Independence Community College
20,LaJuan Zaccaro,,Fr,Active,Independence Community College
21,Orion Kupu,,Fr,Active,Independence Community College
22,Derrick Robinson,DB,Fr,Active,Independence Community College
23,Kyle Wright,,,Active,Independence Community College
24,Kamar Lhomme,,Fr,Active,Independence Community College
28,Sean Swearingen,,Fr,Active,Independence Community College
30,Mario Ventura,,Fr,Active,Independence Community College
34,Tyler Miller,,So,Active,Independence Community College
35,Micky Herrick,,Fr,Active,Independence Community College
3O,Cortez Fisher,,Fr,Active,Independence Community College
44,Jeremiah Young,,Fr,Active,Independence Community College
45,Ajahvea Robinson,,Fr,Active,Independence Community College
4O,Cameron McCalister,,Fr,Active,Independence Community College
5D,Jeremie McGurn,,So,Active,Independence Community College
55,Tedros Nega,,Fr,Active,Independence Community College
5O,Khyaire Hines,,So,Active,Independence Community College
6D,Omarion Buckman,,So,Active,Independence Community College
8D,Dreshon Downey,,So,Active,Independence Community College
9D,Kenyen McKanstry,,Fr,Active,Independence Community College
14,Jonathan Bagley,,So,Active,Independence Community College
17,Terrion Graves,WR,,Active,Independence Community College
27,Desire Collins,,,Active,Independence Community College
31,Emory Barth,,Fr,Active,Independence Community College
60,Ja'Von Simmons,,Fr,Active,Independence Community College
65,Ca'Marion Bush,,Fr,Active,Independence Community College
6O,Jimarion Guyton,,Fr,Active,Independence Community College
7D,RoDarrius Hardy,DB,So,Active,Independence Community College
70,Clark Pierson,,Fr,Active,Independence Community College
71,David Hernandez,,Fr,Active,Independence Community College
72,Grayson Johnson,,Fr,Active,Independence Community College
75,Xavier Reed,,Fr,Active,Independence Community College
77,Elijah Miller,OL,So,Active,Independence Community College
78,Omar Mohamed,,So,Active,Independence Community College
87,Christian Montez,,,Active,Independence Community College
88,Jeremiah Jacobs,TE,Fr,Active,Independence Community College
8O,Nathan Owens,,So,Active,Independence Community College
90,Dmytro Maslak,,Fr,Active,Independence Community College
94,Mila Stephens,,Fr,Active,Independence Community College
95,Abraham Harris,DL,So,Active,Independence Community College
97,Lyndon Williams,,So,Active,Independence Community College
98,Xavier Mason,,So,Active,Independence Community College
99,Mike Diyamona,,Fr,Active,Independence Community College
9O,Jalen Pickens,,Fr,Active,Independence Community College
0,Adriel Fussell,RB,So,Active,Iowa Central Community College
0D,Ryan Russo,LB,So,Active,Iowa Central Community College
1D,Christian Barney,LB,RFR,Active,Iowa Central Community College
1F,Jaylin Mines,DB,So,Active,Iowa Central Community College
1,Riley Purcell,WR,So,Active,Iowa Central Community College
2,Clyde Curry,WR,RFR,Active,Iowa Central Community College
2D,Aaron Warren,DB,So,Active,Iowa Central Community College
3,Austin Ayobamidele,WR,So,Active,Iowa Central Community College
3D,Kadarius Williams,DB,RFR,Active,Iowa Central Community College
4D,Ra'Jon Hill,DB,So,Active,Iowa Central Community College
4,Nyqua Lett,QB,So,Active,Iowa Central Community College
5D,Ishmael Kante,LB,So,Active,Iowa Central Community College
5,Jalen Lueth,WR,So,Active,Iowa Central Community College
6,Cyncir Bowers,RB,Fr,Active,Iowa Central Community College
6D,Caleb Moore,DB,So,Active,Iowa Central Community College
7D,BJ Elston,LB,So,Active,Iowa Central Community College
7,Trevon Taylor,QB,So,Active,Iowa Central Community College
8D,Twan Wilson,DB,RFR,Active,Iowa Central Community College
9,Bryce Anderson,TE,RFR,Active,Iowa Central Community College
9D,Jawarren Corbin,LB,So,Active,Iowa Central Community College
10,Tyler Smith,QB,RFR,Active,Iowa Central Community College
11,Anthony Hall,RB,Fr,Active,Iowa Central Community College
12,Jaquez Hall,WR,So,Active,Iowa Central Community College
13,Dominck Brown,WR,So,Active,Iowa Central Community College
14,Akili Mattox,WR,So,Active,Iowa Central Community College
15,Ty Purdy,QB,RFR,Active,Iowa Central Community College
16,Preston Gardner,QB,Fr,Active,Iowa Central Community College
17,Darrion Gilliam,WR,Fr,Active,Iowa Central Community College
18,Dalen Huston,WR,Fr,Active,Iowa Central Community College
19,Tyreik Thorpe,WR,So,Active,Iowa Central Community College
1A,Samuel Haeuser,LB,RFR,Active,Iowa Central Community College
1B,Ajai Russell,LB,So,Active,Iowa Central Community College
1C,Logan Sieverding,DB,So,Active,Iowa Central Community College
8,Dallas Sauser,QB,RFR,Active,Iowa Central Community College
20,Aiden Burrell-Warfield,DB,RFR,Active,Iowa Central Community College
21,CJ Phillip,RB,Fr,Active,Iowa Central Community College
22,BJ Henry,LB,Fr,Active,Iowa Central Community College
23,Ethan Schultz,RB,RFR,Active,Iowa Central Community College
24,Terrance Topete,RB,Fr,Active,Iowa Central Community College
25,Thomas Fager,RB,Fr,Active,Iowa Central Community College
26,Ahdan Muhammad,WR,Fr,Active,Iowa Central Community College
27,Leeshawn Griffin,DB,So,Active,Iowa Central Community College
28,Jaxon Mclemore,DB,So,Active,Iowa Central Community College
29,Tykeilan Hyshaw-Moore,DB,Fr,Active,Iowa Central Community College
30,Nolan Dalton,DB,Fr,Active,Iowa Central Community College
31,Tobias Jewell,DB,RFR,Active,Iowa Central Community College
32,Drake Mayo,LB,So,Active,Iowa Central Community College
33,Taylor Schaefer,LB,So,Active,Iowa Central Community College
34,Joseph Shannon,DL,So,Active,Iowa Central Community College
35,Micah Kracht,LB,RFR,Active,Iowa Central Community College
36,Landon Butler,DB,So,Active,Iowa Central Community College
37,Lance Coon,RB,Fr,Active,Iowa Central Community College
38,Traveon White,TE,Fr,Active,Iowa Central Community College
39,Ty Morrison,LB,So,Active,Iowa Central Community College
40,Caleb Chebuhar,LB,Fr,Active,Iowa Central Community College
41,J'Quari Willis,TE,Fr,Active,Iowa Central Community College
42,Brock Nattress,RB,Fr,Active,Iowa Central Community College
43,Kaesin Pierce,RB,Fr,Active,Iowa Central Community College
44,Josiah Chibambo,LB,So,Active,Iowa Central Community College
45,Batpiny Riak,LB,Fr,Active,Iowa Central Community College
46,Jack Frohna,WR,Fr,Active,Iowa Central Community College
47,Ethan Bartlett,LS,So,Active,Iowa Central Community College
48,Logan Lang,WR,Fr,Active,Iowa Central Community College
49,Jacob Kockler,WR,So,Active,Iowa Central Community College
50,Delvis Kouete,LB,Fr,Active,Iowa Central Community College
51,Mason Chandler,LB,Fr,Active,Iowa Central Community College
52,Kevin Fernandez,OL,RFR,Active,Iowa Central Community College
53,TJ Duff,DL,So,Active,Iowa Central Community College
54,Gio Rivera,LB,So,Active,Iowa Central Community College
55,Kobe Murphy,OL,So,Active,Iowa Central Community College
56,Joseph Kallies,OL,So,Active,Iowa Central Community College
57,Brendan Stone,LB,Fr,Active,Iowa Central Community College
58,Ben Stinnett,DL,So,Active,Iowa Central Community College
59,Adam Rose,LB,Fr,Active,Iowa Central Community College
60,Alex Rempfer,OL,So,Active,Iowa Central Community College
61,Trevon Cameron,OL,Fr,Active,Iowa Central Community College
62,Myshaun Turner,OL,RFR,Active,Iowa Central Community College
63,Ethan Walker,OL,Fr,Active,Iowa Central Community College
64,Kaden Buss,OL,So,Active,Iowa Central Community College
65,Landon Griffin,OL,Fr,Active,Iowa Central Community College
66,Franklin Tousignant,OL,Fr,Active,Iowa Central Community College
67,John Vedder,OL,Fr,Active,Iowa Central Community College
68,Jordan Jensen,OL,Fr,Active,Iowa Central Community College
69,Corion Alexander,OL,Fr,Active,Iowa Central Community College
70,Alan Pond,OL,RFR,Active,Iowa Central Community College
71,Chigozie Okeke,OL,RSO,Active,Iowa Central Community College
72,Dylan Walking Eagle,OL,RFR,Active,Iowa Central Community College
73,Caiden Mason,OL,RFR,Active,Iowa Central Community College
74,Kuinan Kuany,OL,RFR,Active,Iowa Central Community College
75,Nolan Anderson,OL,Fr,Active,Iowa Central Community College
76,JaDen Barrow,OL,Fr,Active,Iowa Central Community College
77,Hunter Ducharme,OL,So,Active,Iowa Central Community College
78,Alexander Kenward,OL,Fr,Active,Iowa Central Community College
79,Forrest Scheel,OL,So,Active,Iowa Central Community College
80,Eddy Sama,WR,Fr,Active,Iowa Central Community College
81,Ethan McCarter,WR,RFR,Active,Iowa Central Community College
82,Mark Anderson,WR,RFR,Active,Iowa Central Community College
83,Davarion Harris,WR,Fr,Active,Iowa Central Community College
84,Jacob Kania,WR,Fr,Active,Iowa Central Community College
86,Keenen Wiley,WR,Fr,Active,Iowa Central Community College
87,Kyle Caquelin,TE,Fr,Active,Iowa Central Community College
88,Sione Fifita,WR,Fr,Active,Iowa Central Community College
89,Caeden Dasilva,WR,RFR,Active,Iowa Central Community College
90,Nolan Gustafson,K,Fr,Active,Iowa Central Community College
91,Daniel Sokolik,DL,Fr,Active,Iowa Central Community College
92,Howard Iongi,DL,So,Active,Iowa Central Community College
93,Howard Brown,DL,RSO,Active,Iowa Central Community College
94,Patrick Brown III,DL,So,Active,Iowa Central Community College
95,Elliott Tuinstra,DL,So,Active,Iowa Central Community College
96,Zeb Kleinsmith,DL,So,Active,Iowa Central Community College
97,Gueibondy Doelue,DL,So,Active,Iowa Central Community College
98,Collin Kallhoff,DL,Fr,Active,Iowa Central Community College
99,Ethan Bailey,DL,So,Active,Iowa Central Community College
,Eric Anaya,DB,Fr,Inactive,Iowa Central Community College
,Shandon Anderson,LB,Fr,Inactive,Iowa Central Community College
,Malachi Bai,WR,Fr,Inactive,Iowa Central Community College
,Sencerre Brown,WR,Fr,Inactive,Iowa Central Community College
,Brady Buckman,TE,Fr,Inactive,Iowa Central Community College
,John Claon,WR,Fr,Inactive,Iowa Central Community College
,Chase Clark,LB,Fr,Inactive,Iowa Central Community College
,Keyshon Coleman,DB,Fr,Inactive,Iowa Central Community College
,Jamarrius Courtney,QB,So,Inactive,Iowa Central Community College
,Kai'an Darden,QB,Fr,Inactive,Iowa Central Community College
,Isaac Davis,DB,Fr,Inactive,Iowa Central Community College
,Donald Defrand Jr.,DB,Fr,Inactive,Iowa Central Community College
,Maxwell Domer,DL,Fr,Inactive,Iowa Central Community College
,Emmanuel Dorbor,DL,Fr,Inactive,Iowa Central Community College
,Amir Downs,OL,Fr,Inactive,Iowa Central Community College
,Samuel Driver,LB,So,Inactive,Iowa Central Community College
,Jaxson Evans-Curry,RB,Fr,Inactive,Iowa Central Community College
,Bryce Fuller,LB,Fr,Inactive,Iowa Central Community College
,Jack Garcia Grafing,RB,Fr,Inactive,Iowa Central Community College
,Ronnie Gasparik,DB,RFR,Inactive,Iowa Central Community College
,Aron Gonkaryon,DB,RFR,Inactive,Iowa Central Community College
,Kayden Hardeman,WR,Fr,Inactive,Iowa Central Community College
,Brayden Harmon,OL,Fr,Inactive,Iowa Central Community College
,Johnathan Harrell,WR,Fr,Inactive,Iowa Central Community College
,Domanik Hastings,OL,RFR,Inactive,Iowa Central Community College
,Gabriel Hillard,RB,So,Inactive,Iowa Central Community College
,Terrence Jackson,OL,Fr,Inactive,Iowa Central Community College
,Maikah Jenkins-Cheek,DL,Fr,Inactive,Iowa Central Community College
,Ryan John,DL,Fr,Inactive,Iowa Central Community College
,Justen Johnson,DL,Fr,Inactive,Iowa Central Community College
,Donovan King,DL,RFR,Inactive,Iowa Central Community College
,Michael Lane,DB,Fr,Inactive,Iowa Central Community College
,Markis Lewis,WR,Fr,Inactive,Iowa Central Community College
,Myles Ludgood,LB,RFR,Inactive,Iowa Central Community College
,Josiha Mason,DL,So,Inactive,Iowa Central Community College
,TJ McElmurray Jr.,WR,Fr,Inactive,Iowa Central Community College
,Craig Merritt Jr.,DB,Fr,Inactive,Iowa Central Community College
,Jakari Miamen,WR,Fr,Inactive,Iowa Central Community College
,Jadyn-Romeo Moore,DB,Fr,Inactive,Iowa Central Community College
,Malachi Moore,TE,So,Inactive,Iowa Central Community College
,Great Ndego,OL,Fr,Inactive,Iowa Central Community College
,Christopher Onofre-Sanchez,LB,Fr,Inactive,Iowa Central Community College
,JeCari Patton,QB,Fr,Inactive,Iowa Central Community College
,Larry Pender,LB,So,Inactive,Iowa Central Community College
,Jalen Perrara,LB,So,Inactive,Iowa Central Community College
,Jacob Poolos,DB,RFR,Inactive,Iowa Central Community College
,Kristopher Roberts,DB,Fr,Inactive,Iowa Central Community College
,Mateo Ross,DL,Fr,Inactive,Iowa Central Community College
,Jeremiah Scott,DL,So,Inactive,Iowa Central Community College
,Toyin Shobowale,DL,Fr,Inactive,Iowa Central Community College
,Jayson Simmons,DB,Fr,Inactive,Iowa Central Community College
,Dantrell Skinner,DL,Fr,Inactive,Iowa Central Community College
,Corey Slaughter,LB,Fr,Inactive,Iowa Central Community College
,Jayvius Smith,DB,Fr,Inactive,Iowa Central Community College
,Larry Smith,OL,Fr,Inactive,Iowa Central Community College
,Terry Smith,DB,Fr,Inactive,Iowa Central Community College
,Isaac Stanley,DL,Fr,Inactive,Iowa Central Community College
,D'Mario Triplett,RB,Fr,Inactive,Iowa Central Community College
,Demetris Walker,LB,Fr,Inactive,Iowa Central Community College
,Sabastine Weaver,LB,Fr,Inactive,Iowa Central Community College
,Isaac Whisenand,QB,So,Inactive,Iowa Central Community College
,Clevon Woodard,DL,Fr,Inactive,Iowa Central Community College
,Kesean Woods-Lipscomb,RB,Fr,Inactive,Iowa Central Community College
0,Cameron Done,DL,RS-So,Active,Iowa Western Community College
1,Fresh Walters,WR,RS-Fr,Active,Iowa Western Community College
2,Keyon Brown,WR,So,Active,Iowa Western Community College
3,Jaylen Boehm-Peterson,DB,RS-Fr,Active,Iowa Western Community College
4,Devan Carlisle,DB,RS-Fr,Active,Iowa Western Community College
5,Nolan Geislinger,QB,Fr,Active,Iowa Western Community College
6,Braylon Kammrad,QB,RS-Fr,Active,Iowa Western Community College
7,Jonathan Humpal,RB,So,Active,Iowa Western Community College
